user_id,persona,date,merchant,item,kategori,qty,nominal,total_harga,payment_method,combined_text,spending_level,month,day_name,is_weekend,hour,time_category,item_length,word_count,is_digital_payment
U001,anak_kos,2024-12-24 11:45:00,grab,grabbike,transport,1,25434,25434,Cash,grab grabbike,low,12,Tuesday,0,11,afternoon,8,2,0
U003,mahasiswa,2024-12-24 12:59:00,fotokopi jaya,fotokopi dokumen,pendidikan,1,3296,3296,QRIS,fotokopi jaya fotokopi dokumen,low,12,Tuesday,0,12,afternoon,16,4,1
U003,mahasiswa,2024-12-24 15:46:00,print station,print warna a4,pendidikan,1,5421,5421,Cash,print station print warna a4,low,12,Tuesday,0,15,evening,14,5,0
U003,mahasiswa,2024-12-24 15:52:00,indomaret,silverqueen mini,makanan & minuman,2,10235,20470,GoPay,indomaret silverqueen mini,low,12,Tuesday,0,15,evening,16,3,1
U004,ibu_rumah_tangga,2024-12-24 19:29:00,youvit store,youvit multivitamin gummy adult,kesehatan,1,117489,117489,QRIS,youvit store youvit multivitamin gummy adult,medium,12,Tuesday,0,19,night,31,6,1
U004,ibu_rumah_tangga,2024-12-24 22:33:00,shopeepay,bayar tagihan listrik,tagihan & utilitas,1,207711,207711,GoPay,shopeepay bayar tagihan listrik,high,12,Tuesday,0,22,night,21,4,1
U005,anak_sultan,2024-12-25 03:45:00,disney hotstar,langganan disney bulanan,hiburan,1,65768,65768,Debit Card,disney hotstar langganan disney bulanan,medium,12,Wednesday,0,3,night,24,5,0
U002,karyawan,2024-12-25 04:01:00,superindo,susu ultra milk 1l,makanan & minuman,2,27687,55374,Debit Card,superindo susu ultra milk 1l,medium,12,Wednesday,0,4,night,18,5,0
U002,karyawan,2024-12-25 10:30:00,miniso,miniso official marvel organizer penyimpanan ironman spiderman avengers,belanja,1,57320,57320,GoPay,miniso miniso official marvel organizer penyimpanan ironman spiderman avengers,medium,12,Wednesday,0,10,morning,71,9,1
U004,ibu_rumah_tangga,2024-12-25 14:11:00,smartfren,unlimited nonstop,tagihan & utilitas,1,98334,98334,Debit Card,smartfren unlimited nonstop,medium,12,Wednesday,0,14,afternoon,17,3,0
U001,anak_kos,2024-12-25 18:38:00,parkir malioboro,parkir motor,transport,1,3229,3229,GoPay,parkir malioboro parkir motor,low,12,Wednesday,0,18,evening,12,4,1
U003,mahasiswa,2024-12-25 19:11:00,tol indonesia,top up e toll,transport,1,91318,91318,DANA,tol indonesia top up e toll,medium,12,Wednesday,0,19,night,13,6,1
U002,karyawan,2024-12-25 21:34:00,miniso,miniso tas penyimpanan travel bag multifungsi baju praktis organizer pouch makeup organizer,belanja,3,29183,87549,Cash,miniso miniso tas penyimpanan travel bag multifungsi baju praktis organizer pouch makeup organizer,medium,12,Wednesday,0,21,night,91,13,0
U005,anak_sultan,2024-12-25 22:49:00,timezone,top up kartu game,hiburan,1,98622,98622,OVO,timezone top up kartu game,medium,12,Wednesday,0,22,night,17,5,1
U001,anak_kos,2024-12-25 23:11:00,miniso,miniso gantungan baju 10pcs gantungan dewasa premium gantungan baju plastik gantungan baju celana hanger,kebutuhan rumah,1,34284,34284,OVO,miniso miniso gantungan baju 10pcs gantungan dewasa premium gantungan baju plastik gantungan baju celana hanger,low,12,Wednesday,0,23,night,104,15,1
U005,anak_sultan,2024-12-25 23:56:00,superindo,apel fuji 1kg,makanan & minuman,2,34574,69148,QRIS,superindo apel fuji 1kg,medium,12,Wednesday,0,23,night,13,4,1
U001,anak_kos,2024-12-26 03:32:00,indomaret,indomie goreng,makanan & minuman,2,4590,9180,OVO,indomaret indomie goreng,low,12,Thursday,0,3,night,14,3,1
U002,karyawan,2024-12-26 04:54:00,miniso,miniso tas selempang wanita handbag crossbody boston top handle bag multifungsi terbaru fashion,belanja,1,90518,90518,QRIS,miniso miniso tas selempang wanita handbag crossbody boston top handle bag multifungsi terbaru fashion,medium,12,Thursday,0,4,night,95,14,1
U001,anak_kos,2024-12-26 05:46:00,traveloka,tiket pesawat domestik,transport,1,843340,843340,Cash,traveloka tiket pesawat domestik,high,12,Thursday,0,5,morning,22,4,0
U001,anak_kos,2024-12-26 10:11:00,indomaret,aqua 600ml,makanan & minuman,2,3981,7962,GoPay,indomaret aqua 600ml,low,12,Thursday,0,10,morning,10,3,1
U005,anak_sultan,2024-12-26 12:28:00,superindo,telur ayam 1kg,makanan & minuman,2,25947,51894,GoPay,superindo telur ayam 1kg,medium,12,Thursday,0,12,afternoon,14,4,1
U004,ibu_rumah_tangga,2024-12-26 13:31:00,miniso,miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,kebutuhan rumah,2,81341,162682,Debit Card,miniso miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,medium,12,Thursday,0,13,afternoon,78,12,0
U005,anak_sultan,2024-12-26 14:16:00,xxi,tiket bioskop regular,hiburan,1,53722,53722,Cash,xxi tiket bioskop regular,medium,12,Thursday,0,14,afternoon,21,4,0
U005,anak_sultan,2024-12-26 14:20:00,indomaret,roti sari roti coklat,makanan & minuman,1,9916,9916,Debit Card,indomaret roti sari roti coklat,low,12,Thursday,0,14,afternoon,21,5,0
U001,anak_kos,2024-12-26 17:19:00,miniso,miniso keranjang penyimpanan rak serbaguna multifungsi ukuran kecil,kebutuhan rumah,3,15172,45516,QRIS,miniso miniso keranjang penyimpanan rak serbaguna multifungsi ukuran kecil,low,12,Thursday,0,17,evening,67,9,1
U003,mahasiswa,2024-12-26 18:21:00,shopee official store,buku catatan a5 premium quality,pendidikan,1,55199,55199,QRIS,shopee official store buku catatan a5 premium quality,medium,12,Thursday,0,18,evening,31,8,1
U001,anak_kos,2024-12-26 18:38:00,superindo,susu ultra milk 1l,makanan & minuman,2,16680,33360,Debit Card,superindo susu ultra milk 1l,low,12,Thursday,0,18,evening,18,5,0
U002,karyawan,2024-12-26 19:07:00,kai access,tiket kereta ekonomi,transport,1,121547,121547,OVO,kai access tiket kereta ekonomi,medium,12,Thursday,0,19,night,20,5,1
U002,karyawan,2024-12-27 10:16:00,eparking,bayar parkir digital,transport,1,4513,4513,DANA,eparking bayar parkir digital,low,12,Friday,0,10,morning,20,4,1
U004,ibu_rumah_tangga,2024-12-27 10:46:00,k24,vitamin c triman 500mg kaplet,kesehatan,1,8321,8321,QRIS,k24 vitamin c triman 500mg kaplet,low,12,Friday,0,10,morning,29,6,1
U005,anak_sultan,2024-12-27 19:14:00,miniso,miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,belanja,2,31313,62626,GoPay,miniso miniso sandal rumah berkualitas eva sandal kamar mandi berbahan empuk sandal,medium,12,Friday,0,19,night,76,12,1
U004,ibu_rumah_tangga,2024-12-27 19:54:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,4,100183,400732,QRIS,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,12,Friday,0,19,night,90,16,1
U002,karyawan,2024-12-27 22:22:00,pertamina,pertalite,transport,1,97707,97707,Debit Card,pertamina pertalite,medium,12,Friday,0,22,night,9,2,0
U004,ibu_rumah_tangga,2024-12-28 00:21:00,miniso,miniso sisir rambut wanita hair brush massage comb anti static comb,kebutuhan rumah,5,20748,103740,QRIS,miniso miniso sisir rambut wanita hair brush massage comb anti static comb,medium,12,Saturday,1,0,night,67,12,1
U002,karyawan,2024-12-28 02:13:00,gramedia,novel best seller,hiburan,1,89450,89450,DANA,gramedia novel best seller,medium,12,Saturday,1,2,night,17,4,1
U002,karyawan,2024-12-28 03:39:00,indomaret,roti sari roti coklat,makanan & minuman,2,9657,19314,QRIS,indomaret roti sari roti coklat,low,12,Saturday,1,3,night,21,5,1
U003,mahasiswa,2024-12-28 03:39:00,fotokopi kampus,print hitam putih,pendidikan,1,522,522,GoPay,fotokopi kampus print hitam putih,low,12,Saturday,1,3,night,17,5,1
U002,karyawan,2024-12-28 04:21:00,traveloka,tiket pesawat domestik,transport,1,918724,918724,GoPay,traveloka tiket pesawat domestik,high,12,Saturday,1,4,night,22,4,1
U005,anak_sultan,2024-12-28 06:29:00,superindo,beras ramos 5kg,makanan & minuman,2,77924,155848,GoPay,superindo beras ramos 5kg,medium,12,Saturday,1,6,morning,15,4,1
U003,mahasiswa,2024-12-28 08:04:00,shopee official store,buku catatan a5 premium quality,pendidikan,1,61334,61334,Cash,shopee official store buku catatan a5 premium quality,medium,12,Saturday,1,8,morning,31,8,0
U001,anak_kos,2024-12-28 14:27:00,warmindo,nasi telur,makanan & minuman,1,10317,10317,GoPay,warmindo nasi telur,low,12,Saturday,1,14,afternoon,10,3,1
U005,anak_sultan,2024-12-28 14:46:00,timezone,top up kartu game,hiburan,1,97534,97534,Debit Card,timezone top up kartu game,medium,12,Saturday,1,14,afternoon,17,5,0
U004,ibu_rumah_tangga,2024-12-28 20:08:00,shopee official store,voucher internet premium quality,tagihan & utilitas,1,50044,50044,DANA,shopee official store voucher internet premium quality,medium,12,Saturday,1,20,night,32,7,1
U002,karyawan,2024-12-29 00:18:00,miniso,miniso blender tangan 4 in 1 mixer putih colokan ved 700ml blender multifungsi pengocok telur elektrik juicy grinde penc,belanja,3,309192,927576,QRIS,miniso miniso blender tangan 4 in 1 mixer putih colokan ved 700ml blender multifungsi pengocok telur elektrik juicy grinde penc,high,12,Sunday,1,0,night,120,20,1
U004,ibu_rumah_tangga,2024-12-29 06:04:00,shopee official store,token listrik premium quality,tagihan & utilitas,1,50369,50369,OVO,shopee official store token listrik premium quality,medium,12,Sunday,1,6,morning,29,7,1
U004,ibu_rumah_tangga,2024-12-29 07:35:00,k24,vitamin c kf 100mg tablet,kesehatan,1,2264,2264,DANA,k24 vitamin c kf 100mg tablet,low,12,Sunday,1,7,morning,25,6,1
U002,karyawan,2024-12-29 11:35:00,superindo,bayam segar,makanan & minuman,2,8496,16992,Cash,superindo bayam segar,low,12,Sunday,1,11,afternoon,11,3,0
U002,karyawan,2024-12-29 15:19:00,gacoan,tea ice,makanan & minuman,1,4116,4116,GoPay,gacoan tea ice,low,12,Sunday,1,15,evening,7,3,1
U005,anak_sultan,2024-12-29 17:32:00,shopee official store,robusta temanggung wine fermentation 100g,makanan & minuman,1,32913,32913,Debit Card,shopee official store robusta temanggung wine fermentation 100g,low,12,Sunday,1,17,evening,41,8,0
U005,anak_sultan,2024-12-29 19:23:00,miniso,miniso official parfum wanita eternal faith lady perfume isi 50ml,belanja,2,73654,147308,QRIS,miniso miniso official parfum wanita eternal faith lady perfume isi 50ml,medium,12,Sunday,1,19,night,65,11,1
U003,mahasiswa,2024-12-30 03:08:00,trendyfashion,pulpen gel hitam premium quality,pendidikan,1,53383,53383,Debit Card,trendyfashion pulpen gel hitam premium quality,medium,12,Monday,0,3,night,32,6,0
U004,ibu_rumah_tangga,2024-12-30 05:35:00,xl axiata,paket data xtra combo,tagihan & utilitas,1,71240,71240,Debit Card,xl axiata paket data xtra combo,medium,12,Monday,0,5,morning,21,6,0
U005,anak_sultan,2024-12-30 05:50:00,superindo,sosis kanzler,makanan & minuman,1,32735,32735,GoPay,superindo sosis kanzler,low,12,Monday,0,5,morning,13,3,1
U004,ibu_rumah_tangga,2024-12-30 07:00:00,smartfren,unlimited nonstop,tagihan & utilitas,1,92601,92601,OVO,smartfren unlimited nonstop,medium,12,Monday,0,7,morning,17,3,1
U005,anak_sultan,2024-12-30 12:22:00,miniso,miniso pengocok tritan cincin pengangkat bouncing 610ml botol minum tempat tumbler pria water bottle,belanja,2,86014,172028,Cash,miniso miniso pengocok tritan cincin pengangkat bouncing 610ml botol minum tempat tumbler pria water bottle,medium,12,Monday,0,12,afternoon,100,15,0
U002,karyawan,2024-12-30 16:14:00,miniso,miniso produk terkenal sandal kamar mandi pria sandal mandi lembut sandal karet pasangan warna solid sandal,belanja,3,32550,97650,DANA,miniso miniso produk terkenal sandal kamar mandi pria sandal mandi lembut sandal karet pasangan warna solid sandal,medium,12,Monday,0,16,evening,107,17,1
U003,mahasiswa,2024-12-30 17:48:00,superindo,susu ultra milk 1l,makanan & minuman,2,27234,54468,OVO,superindo susu ultra milk 1l,medium,12,Monday,0,17,evening,18,5,1
U003,mahasiswa,2024-12-30 19:47:00,kai access,tiket kereta ekonomi,transport,1,116058,116058,Cash,kai access tiket kereta ekonomi,medium,12,Monday,0,19,night,20,5,0
U004,ibu_rumah_tangga,2024-12-30 19:53:00,shopeepay,bayar tagihan listrik,tagihan & utilitas,1,205348,205348,Cash,shopeepay bayar tagihan listrik,high,12,Monday,0,19,night,21,4,0
U001,anak_kos,2024-12-31 02:18:00,miniso,miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,kebutuhan rumah,3,31378,94134,Debit Card,miniso miniso rak multifungsi 2 lapis serbaguna rak kotak penyimpanan rak kosmetik plastik susun rak bumbu dapur duduk tempat,medium,12,Tuesday,0,2,night,118,19,0
U004,ibu_rumah_tangga,2024-12-31 02:26:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,3,103562,310686,GoPay,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,12,Tuesday,0,2,night,90,16,1
U004,ibu_rumah_tangga,2024-12-31 04:49:00,miniso,miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,kebutuhan rumah,3,82115,246345,Debit Card,miniso miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,high,12,Tuesday,0,4,night,78,12,0
U003,mahasiswa,2024-12-31 06:18:00,fotokopi jaya,fotokopi dokumen,pendidikan,1,3100,3100,Cash,fotokopi jaya fotokopi dokumen,low,12,Tuesday,0,6,morning,16,4,0
U005,anak_sultan,2024-12-31 11:24:00,playstation store,voucher psn indonesia,hiburan,1,143811,143811,OVO,playstation store voucher psn indonesia,medium,12,Tuesday,0,11,afternoon,21,5,1
U004,ibu_rumah_tangga,2024-12-31 11:50:00,k24,lameson 4mg tablet,kesehatan,1,6476,6476,QRIS,k24 lameson 4mg tablet,low,12,Tuesday,0,11,afternoon,18,4,1
U003,mahasiswa,2024-12-31 15:26:00,indomaret,roti sari roti coklat,makanan & minuman,2,7794,15588,OVO,indomaret roti sari roti coklat,low,12,Tuesday,0,15,evening,21,5,1
U005,anak_sultan,2024-12-31 15:44:00,playstation store,voucher psn indonesia,hiburan,1,143398,143398,GoPay,playstation store voucher psn indonesia,medium,12,Tuesday,0,15,evening,21,5,1
U004,ibu_rumah_tangga,2024-12-31 21:56:00,miniso,miniso selimut hoodie casual blanket lost in tokyo series printed gunung fuji hooded leisure blanket covered leg shawl,kebutuhan rumah,1,91115,91115,GoPay,miniso miniso selimut hoodie casual blanket lost in tokyo series printed gunung fuji hooded leisure blanket covered leg shawl,medium,12,Tuesday,0,21,night,118,19,1
U004,ibu_rumah_tangga,2024-12-31 21:58:00,k24,redoxon kids vit c 200mg jeruk chew tablet,kesehatan,1,77657,77657,OVO,k24 redoxon kids vit c 200mg jeruk chew tablet,medium,12,Tuesday,0,21,night,42,9,1
U001,anak_kos,2025-01-01 07:05:00,pertamina,pertalite,transport,1,92414,92414,GoPay,pertamina pertalite,medium,1,Wednesday,0,7,morning,9,2,1
U004,ibu_rumah_tangga,2025-01-01 07:30:00,myrepublic,tagihan wifi rumah,tagihan & utilitas,1,319101,319101,DANA,myrepublic tagihan wifi rumah,high,1,Wednesday,0,7,morning,18,4,1
U005,anak_sultan,2025-01-01 10:40:00,disney hotstar,langganan disney bulanan,hiburan,1,62972,62972,DANA,disney hotstar langganan disney bulanan,medium,1,Wednesday,0,10,morning,24,5,1
U004,ibu_rumah_tangga,2025-01-01 13:13:00,miniso,miniso keranjang penyimpanan rak serbaguna multifungsi ukuran kecil,kebutuhan rumah,1,16125,16125,Debit Card,miniso miniso keranjang penyimpanan rak serbaguna multifungsi ukuran kecil,low,1,Wednesday,0,13,afternoon,67,9,0
U004,ibu_rumah_tangga,2025-01-01 21:04:00,k24,biosanbe kids sirup120ml,kesehatan,1,56063,56063,QRIS,k24 biosanbe kids sirup120ml,medium,1,Wednesday,0,21,night,24,4,1
U001,anak_kos,2025-01-02 00:00:00,miniso,miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,kebutuhan rumah,5,109352,546760,GoPay,miniso miniso matras yoga mat yoga anti slip senam yogamat yoga gym matrass fitness karpet matras,high,1,Thursday,0,0,night,90,16,1
U005,anak_sultan,2025-01-02 03:10:00,miniso,miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,belanja,3,123128,369384,DANA,miniso miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,high,1,Thursday,0,3,night,101,17,1
U002,karyawan,2025-01-02 03:44:00,indomaret,roti sari roti coklat,makanan & minuman,1,6764,6764,Debit Card,indomaret roti sari roti coklat,low,1,Thursday,0,3,night,21,5,0
U002,karyawan,2025-01-02 06:46:00,miniso,miniso eva padded sandal dalam ruangan anti slip sendal,belanja,3,29505,88515,QRIS,miniso miniso eva padded sandal dalam ruangan anti slip sendal,medium,1,Thursday,0,6,morning,55,10,1
U001,anak_kos,2025-01-02 10:25:00,miniso,miniso memory foam u shape bantal leher mickey mouse,kebutuhan rumah,4,109083,436332,GoPay,miniso miniso memory foam u shape bantal leher mickey mouse,high,1,Thursday,0,10,morning,52,10,1
U001,anak_kos,2025-01-02 11:44:00,indomaret,aqua 600ml,makanan & minuman,1,2927,2927,OVO,indomaret aqua 600ml,low,1,Thursday,0,11,afternoon,10,3,1
U004,ibu_rumah_tangga,2025-01-02 14:32:00,smartfren,unlimited nonstop,tagihan & utilitas,1,90462,90462,GoPay,smartfren unlimited nonstop,medium,1,Thursday,0,14,afternoon,17,3,1
U001,anak_kos,2025-01-02 16:22:00,gacoan,es genderuwo,makanan & minuman,2,12676,25352,OVO,gacoan es genderuwo,low,1,Thursday,0,16,evening,12,3,1
U003,mahasiswa,2025-01-02 17:22:00,kai access,tiket kereta ekonomi,transport,1,132756,132756,Debit Card,kai access tiket kereta ekonomi,medium,1,Thursday,0,17,evening,20,5,0
U004,ibu_rumah_tangga,2025-01-02 17:59:00,shopee official store,voucher internet premium quality,tagihan & utilitas,1,58141,58141,OVO,shopee official store voucher internet premium quality,medium,1,Thursday,0,17,evening,32,7,1
U005,anak_sultan,2025-01-02 18:12:00,netflix,langganan netflix mobile,hiburan,1,58411,58411,OVO,netflix langganan netflix mobile,medium,1,Thursday,0,18,evening,24,4,1
U005,anak_sultan,2025-01-02 22:47:00,indomaret,indomie goreng,makanan & minuman,2,4000,8000,DANA,indomaret indomie goreng,low,1,Thursday,0,22,night,14,3,1
U001,anak_kos,2025-01-03 01:53:00,warmindo,kopi hitam,makanan & minuman,2,6937,13874,GoPay,warmindo kopi hitam,low,1,Friday,0,1,night,10,3,1
U001,anak_kos,2025-01-03 04:35:00,gojek,goride,transport,1,21972,21972,DANA,gojek goride,low,1,Friday,0,4,night,6,2,1
U002,karyawan,2025-01-03 11:26:00,superindo,apel fuji 1kg,makanan & minuman,2,46984,93968,GoPay,superindo apel fuji 1kg,medium,1,Friday,0,11,afternoon,13,4,1
U003,mahasiswa,2025-01-03 13:00:00,shopee official store,ultra chocolate cb 1000ml,makanan & minuman,2,19703,39406,QRIS,shopee official store ultra chocolate cb 1000ml,low,1,Friday,0,13,afternoon,25,7,1
U002,karyawan,2025-01-03 13:35:00,spbu vivo,revvo 90,transport,1,109920,109920,GoPay,spbu vivo revvo 90,medium,1,Friday,0,13,afternoon,8,4,1
U002,karyawan,2025-01-03 14:14:00,spbu vivo,revvo 90,transport,1,128239,128239,Cash,spbu vivo revvo 90,medium,1,Friday,0,14,afternoon,8,4,0
U004,ibu_rumah_tangga,2025-01-03 19:42:00,k24,scotts emulsion vita orange 200ml,kesehatan,1,65133,65133,OVO,k24 scotts emulsion vita orange 200ml,medium,1,Friday,0,19,night,33,6,1
U001,anak_kos,2025-01-03 23:56:00,grab,grabbike,transport,1,25218,25218,OVO,grab grabbike,low,1,Friday,0,23,night,8,2,1
U001,anak_kos,2025-01-04 00:07:00,parkir malioboro,parkir motor,transport,1,2792,2792,GoPay,parkir malioboro parkir motor,low,1,Saturday,1,0,night,12,4,1
U005,anak_sultan,2025-01-04 01:07:00,cgv,tiket bioskop sweetbox,hiburan,1,88110,88110,OVO,cgv tiket bioskop sweetbox,medium,1,Saturday,1,1,night,22,4,1
U001,anak_kos,2025-01-04 06:47:00,gacoan,udang keju,makanan & minuman,2,10921,21842,Debit Card,gacoan udang keju,low,1,Saturday,1,6,morning,10,3,0
U005,anak_sultan,2025-01-04 10:09:00,miniso,miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,belanja,3,139965,419895,Debit Card,miniso miniso official boneka mainan we bare bears boneka beruang standing doll plush toy boneka lembut lucu,high,1,Saturday,1,10,morning,101,17,0
U002,karyawan,2025-01-04 15:30:00,miniso,miniso diffuser humidifier mist purifier pelembab kipas kw jsq11 cool pelembab udara,belanja,3,147287,441861,QRIS,miniso miniso diffuser humidifier mist purifier pelembab kipas kw jsq11 cool pelembab udara,high,1,Saturday,1,15,evening,84,13,1
U004,ibu_rumah_tangga,2025-01-04 18:51:00,miniso,miniso keranjang penyimpanan rak serbaguna multifungsi ukuran kecil,kebutuhan rumah,1,14188,14188,Debit Card,miniso miniso keranjang penyimpanan rak serbaguna multifungsi ukuran kecil,low,1,Saturday,1,18,evening,67,9,0
U005,anak_sultan,2025-01-05 00:57:00,xxi,tiket bioskop regular,hiburan,1,50552,50552,DANA,xxi tiket bioskop regular,medium,1,Sunday,1,0,night,21,4,1
U001,anak_kos,2025-01-05 02:39:00,gacoan,mie gacoan lv 2,makanan & minuman,2,14078,28156,OVO,gacoan mie gacoan lv 2,low,1,Sunday,1,2,night,15,5,1
U001,anak_kos,2025-01-05 03:00:00,kai access,tiket kereta ekonomi,transport,1,133300,133300,GoPay,kai access tiket kereta ekonomi,medium,1,Sunday,1,3,night,20,5,1
U003,mahasiswa,2025-01-05 07:41:00,gojek,goride,transport,1,24562,24562,Debit Card,gojek goride,low,1,Sunday,1,7,morning,6,2,0
U002,karyawan,2025-01-05 07:52:00,youtube premium,langganan youtube premium,hiburan,1,73126,73126,GoPay,youtube premium langganan youtube premium,medium,1,Sunday,1,7,morning,25,5,1
U002,karyawan,2025-01-05 11:22:00,miniso,miniso official aromaterapi ink art series sewangi pewangi aromaterapy diffuser wangi bunga scent,belanja,2,56637,113274,Cash,miniso miniso official aromaterapi ink art series sewangi pewangi aromaterapy diffuser wangi bunga scent,medium,1,Sunday,1,11,afternoon,97,14,0
U005,anak_sultan,2025-01-05 12:39:00,disney hotstar,langganan disney bulanan,hiburan,1,60222,60222,GoPay,disney hotstar langganan disney bulanan,medium,1,Sunday,1,12,afternoon,24,5,1
U001,anak_kos,2025-01-05 17:31:00,superindo,nugget fiesta,makanan & minuman,2,43544,87088,OVO,superindo nugget fiesta,medium,1,Sunday,1,17,evening,13,3,1
U002,karyawan,2025-01-05 18:16:00,superindo,beras ramos 5kg,makanan & minuman,1,71264,71264,Cash,superindo beras ramos 5kg,medium,1,Sunday,1,18,evening,15,4,0
U002,karyawan,2025-01-05 20:06:00,timezone,top up kartu game,hiburan,1,96624,96624,OVO,timezone top up kartu game,medium,1,Sunday,1,20,night,17,5,1
U005,anak_sultan,2025-01-05 22:31:00,miniso,miniso storage box kotak organizer makeup kosmetik penyimpanan mini mulut kuda nil box penyimpanan,belanja,3,17175,51525,Cash,miniso miniso storage box kotak organizer makeup kosmetik penyimpanan mini mulut kuda nil box penyimpanan,medium,1,Sunday,1,22,night,98,15,0
U004,ibu_rumah_tangga,2025-01-06 10:24:00,shopeepay,bayar tagihan listrik,tagihan & utilitas,1,211156,211156,Cash,shopeepay bayar tagihan listrik,high,1,Monday,0,10,morning,21,4,0
U001,anak_kos,2025-01-06 10:29:00,miniso,miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,kebutuhan rumah,4,72221,288884,Cash,miniso miniso rak kosmetik box penyimpanan serbaguna kotak drawer three layer jewelry,high,1,Monday,0,10,morning,78,12,0
U002,karyawan,2025-01-06 11:23:00,gacoan,es sluku bathok,makanan & minuman,2,12336,24672,Debit Card,gacoan es sluku bathok,low,1,Monday,0,11,afternoon,15,4,0
U003,mahasiswa,2025-01-06 13:50:00,indomaret,aqua 600ml,makanan & minuman,1,4516,4516,GoPay,indomaret aqua 600ml,low,1,Monday,0,13,afternoon,10,3,1
U004,ibu_rumah_tangga,2025-01-06 20:48:00,pln,token listrik 100k,tagihan & utilitas,1,98735,98735,Debit Card,pln token listrik 100k,medium,1,Monday,0,20,night,18,4,0
U003,mahasiswa,2025-01-06 21:16:00,fotokopi kampus,print hitam putih,pendidikan,1,534,534,Debit Card,fotokopi kampus print hitam putih,low,1,Monday,0,21,night,17,5,0
U001,anak_kos,2025-01-07 01:51:00,kai access,tiket kereta ekonomi,transport,1,136258,136258,Cash,kai access tiket kereta ekonomi,medium,1,Tuesday,0,1,night,20,5,0
U004,ibu_rumah_tangga,2025-01-07 07:55:00,redoxon store,redoxon triple action 10 tab,kesehatan,1,56397,56397,QRIS,redoxon store redoxon triple action 10 tab,medium,1,Tuesday,0,7,morning,28,7,1
U002,karyawan,2025-01-07 09:34:00,gacoan,green thai tea,makanan & minuman,2,7837,15674,Debit Card,gacoan green thai tea,low,1,Tuesday,0,9,morning,14,4,0
U002,karyawan,2025-01-07 13:09:00,superindo,daging ayam fillet,makanan & minuman,1,57569,57569,GoPay,superindo daging ayam fillet,medium,1,Tuesday,0,13,afternoon,18,4,1
U004,ibu_rumah_tangga,2025-01-07 14:03:00,k24,scotts emulsion vita orange 200ml,kesehatan,1,65161,65161,GoPay,k24 scotts emulsion vita orange 200ml,medium,1,Tuesday,0,14,afternoon,33,6,1
U004,ibu_rumah_tangga,2025-01-07 17:13:00,shopee official store,minyak kayu putih premium quality,kesehatan,1,40019,40019,Debit Card,shopee official store minyak kayu putih premium quality,low,1,Tuesday,0,17,evening,33,8,0
U002,karyawan,2025-01-07 22:40:00,cgv,tiket bioskop sweetbox,hiburan,1,89103,89103,QRIS,cgv tiket bioskop sweetbox,medium,1,Tuesday,0,22,night,22,4,1
U005,anak_sultan,2025-01-08 01:30:00,gramedia,novel best seller,hiburan,1,88336,88336,DANA,gramedia novel best seller,medium,1,Wednesday,0,1,night,17,4,1
U004,ibu_rumah_tangga,2025-01-08 08:10:00,depot air minum,isi galon air,kebutuhan rumah,5,7791,38955,Cash,depot air minum isi galon air,low,1,Wednesday,0,8,morning,13,6,0
U003,mahasiswa,2025-01-08 13:33:00,superindo,daging ayam fillet,makanan & minuman,1,56543,56543,DANA,superindo daging ayam fillet,medium,1,Wednesday,0,13,afternoon,18,4,1
U005,anak_sultan,2025-01-08 19:44:00,miniso,miniso parfum wanita 30ml eau de parfum lady edt pir inggris stroberi liar,belanja,1,62886,62886,Cash,miniso miniso parfum wanita 30ml eau de parfum lady edt pir inggris stroberi liar,medium,1,Wednesday,0,19,night,74,14,0
U005,anak_sultan,2025-01-08 20:21:00,gramedia,novel best seller,hiburan,1,101150,101150,Cash,gramedia novel best seller,medium,1,Wednesday,0,20,night,17,4,0
U001,anak_kos,2025-01-08 23:05:00,traveloka,tiket pesawat domestik,transport,1,772427,772427,DANA,traveloka tiket pesawat domestik,high,1,Wednesday,0,23,night,22,4,1
U002,karyawan,2025-01-08 23:11:00,eparking,bayar parkir digital,transport,1,4819,4819,Cash,eparking bayar parkir digital,low,1,Wednesday,0,23,night,20,4,0
